name,height,weight,reach,slpm,str_acc_%,sapm,str_def_%,td_avg,td_acc_%,td_def_%,sub_avg,stance,cluster
Roque Martinez,177.8,250.0,72.0,3.28,53,4.9,56,0.38,50,53,0.4,Orthodox,2
Lara Procopio,162.56,125.0,67.0,5.64,58,6.5,47,3.15,47,50,0.3,Orthodox,5
Demian Maia,185.42000000000002,170.0,72.0,1.8,43,2.07,63,2.49,24,61,1.0,Unorthodox,0
Walt Harris,195.58,250.0,77.0,3.05,39,3.33,54,0.29,28,70,0.1,Unorthodox,2
Victor Rodriguez,165.1,125.0,67.0,1.59,37,6.11,50,0.0,0,0,0.0,Unorthodox,2
Jacare Souza,185.42000000000002,185.0,72.0,2.53,47,2.83,62,2.57,39,57,1.3,Orthodox,0
Kevin Aguilar,170.18,155.0,73.0,3.96,40,4.81,52,0.16,16,78,0.0,Orthodox,3
Maurice Greene,200.66,258.0,80.0,3.28,45,3.61,45,0.0,0,27,0.4,Orthodox,2
Gregor Gillespie,170.18,155.0,71.0,3.74,52,2.3,57,6.86,48,100,0.8,Orthodox,0
Christian Aguilera,175.26,170.0,72.0,2.54,37,4.04,48,0.0,0,60,0.0,Unorthodox,2
KB Bhullar,193.04,185.0,78.0,4.31,49,5.39,45,0.0,0,0,0.0,Unorthodox,2
Luke Sanders,167.64000000000001,135.0,67.0,6.61,52,4.37,50,0.71,30,72,0.2,Unorthodox,3
Stefan Sekulic,182.88,170.0,75.0,1.83,50,2.83,64,2.0,33,25,0.5,Unorthodox,2
Justine Kish,165.1,125.0,64.0,4.51,48,4.59,57,0.87,33,50,0.1,Orthodox,2
Luis Pena,190.5,155.0,75.0,3.66,46,3.12,51,1.17,33,48,1.2,Unorthodox,0
Juan Espino,190.5,255.0,80.0,2.38,70,1.95,40,8.93,78,50,2.4,Orthodox,0
Bartosz Fabinski,182.88,170.0,75.0,2.23,68,1.46,51,7.1,70,80,0.0,Orthodox,5
Anthony Birchak,172.72,135.0,69.0,3.93,36,3.67,56,0.48,14,61,0.5,Orthodox,2
Mike Perry,177.8,170.0,71.0,4.32,47,5.16,52,0.81,40,78,0.2,Orthodox,5
Jarjis Danho,190.5,265.0,74.0,3.38,50,5.25,49,0.51,16,100,0.0,Orthodox,3
Yorgan De Castro,182.88,250.0,74.0,2.46,43,3.85,53,0.0,0,77,0.0,Orthodox,3
Hunter Azure,172.72,145.0,69.0,3.92,53,2.08,58,1.97,34,67,1.3,Orthodox,0
Jordan Griffin,177.8,145.0,73.0,2.52,46,3.02,50,1.45,35,42,1.9,Unorthodox,0
Stipe Miocic,193.04,240.0,80.0,4.82,53,3.82,54,1.86,34,68,0.0,Orthodox,5
Tyron Woodley,175.26,170.0,74.0,2.36,48,2.76,54,1.06,40,87,0.4,Orthodox,5
Thomas Almeida,170.18,145.0,70.0,4.84,43,4.93,61,0.17,14,75,0.0,Unorthodox,3
Ray Rodriguez,170.18,135.0,70.0,0.9,27,3.89,40,1.42,50,44,0.0,Orthodox,2
Megan Anderson,182.88,145.0,72.0,1.76,46,3.35,37,0.52,25,53,0.5,Orthodox,2
Joseph Benavidez,162.56,125.0,65.0,3.52,34,2.67,61,1.41,30,62,0.6,Unorthodox,2
Jordan Espinosa,167.64000000000001,125.0,69.0,4.22,52,2.94,57,0.75,28,70,0.2,Orthodox,2
Aalon Cruz,182.88,145.0,78.0,7.58,39,8.88,58,0.0,0,0,0.0,Unorthodox,2
Jimmie Rivera,162.56,135.0,68.0,4.03,40,3.9,60,0.88,27,92,0.1,Orthodox,3
Vince Cachero,167.64000000000001,145.0,68.0,3.29,45,6.51,43,0.0,0,18,0.5,Orthodox,2
Shana Dobson,167.64000000000001,125.0,69.0,3.34,37,5.2,50,0.84,50,14,0.0,Orthodox,2
Alistair Overeem,193.04,265.0,80.0,3.67,64,2.44,57,1.42,55,73,0.8,Orthodox,0
Martin Day,177.8,145.0,73.0,3.97,45,3.79,53,0.72,60,65,0.5,Orthodox,5
Antonio Carlos Junior,187.96,185.0,79.0,1.95,42,2.14,52,3.42,39,53,0.8,Orthodox,0
Nik Lentz,172.72,145.0,68.0,3.44,47,3.25,50,3.3,32,43,1.2,Orthodox,0
Vinicius Moreira,193.04,205.0,76.0,3.15,59,5.07,43,1.97,18,0,1.3,Orthodox,0
Tom Breese,190.5,185.0,73.0,3.34,50,2.81,60,0.0,0,70,1.1,Unorthodox,0
Markus Perez,185.42000000000002,185.0,73.0,2.6,47,3.72,52,0.81,25,77,1.0,Orthodox,0
Vanessa Melo,165.1,135.0,65.0,3.48,30,6.13,59,0.0,0,71,0.0,Orthodox,3
Sarah Moras,170.18,135.0,67.0,2.28,34,3.58,50,0.67,21,33,0.8,Orthodox,0
Jacob Kilburn,175.26,145.0,72.0,2.56,33,6.78,35,0.51,5,20,0.5,Orthodox,2
Anthony Pettis,177.8,155.0,72.0,3.05,47,3.44,54,0.61,50,60,1.1,Orthodox,0
Carlton Minus,177.8,170.0,75.0,3.5,40,4.97,50,0.0,0,58,0.0,Orthodox,2
Junior Dos Santos,193.04,238.0,77.0,4.49,47,3.33,56,0.3,50,81,0.1,Orthodox,5
Peter Barrett,177.8,145.0,73.0,4.18,61,4.32,42,1.39,22,66,0.0,Unorthodox,2
Matt Wiman,177.8,155.0,68.0,3.17,50,3.57,51,2.13,37,56,1.5,Orthodox,0
Jose Quinonez,172.72,135.0,69.0,3.6,45,3.0,64,2.7,47,42,0.6,Unorthodox,5
Spike Carlyle,172.72,145.0,71.0,2.55,54,3.85,30,3.34,36,57,0.5,Unorthodox,2
Rachael Ostovich,160.02,125.0,62.0,2.54,43,3.97,57,2.03,83,66,0.8,Orthodox,0
Alan Jouban,182.88,170.0,73.0,5.67,50,3.77,60,0.51,44,58,0.3,Unorthodox,5
Paul Felder,180.34,155.0,70.0,3.7,44,3.44,48,0.29,28,64,0.2,Orthodox,2
Geraldo de Freitas,170.18,135.0,72.0,3.67,52,2.62,50,3.0,45,59,0.0,Orthodox,5
Claudia Gadelha,162.56,115.0,63.0,3.31,41,4.57,57,3.03,42,58,0.7,Orthodox,0
Bevon Lewis,190.5,185.0,79.0,3.73,43,2.67,54,0.0,0,66,0.0,Orthodox,2
Eduardo Garagorri,175.26,145.0,70.0,3.42,51,2.36,58,0.48,100,61,0.0,Orthodox,5
Anderson Silva,187.96,185.0,77.0,3.05,61,2.05,60,0.5,77,69,0.8,Unorthodox,0
Jack Marshman,182.88,185.0,73.0,2.74,25,4.19,56,0.0,0,20,0.0,Orthodox,2
Cole Williams,182.88,170.0,73.0,0.31,27,5.34,23,0.0,0,25,0.0,Orthodox,2
Justin Ledet,193.04,205.0,80.0,3.35,39,4.82,49,0.23,50,42,0.2,Orthodox,2
Khabib Nurmagomedov,177.8,155.0,70.0,4.1,48,1.75,65,5.32,48,84,0.8,Orthodox,0
Liliya Shakirova,162.56,125.0,65.0,2.7,30,2.58,74,0.0,0,0,0.0,Orthodox,2
Stefan Struve,210.82,265.0,84.0,3.12,47,4.04,46,0.56,46,55,1.7,Orthodox,0
Alexander Yakovlev,190.5,155.0,74.0,1.74,47,2.41,58,1.66,35,72,0.1,Unorthodox,5
James Krause,187.96,170.0,73.0,4.79,49,4.11,61,0.96,18,59,0.9,Orthodox,0
John Phillips,180.34,185.0,75.0,1.72,34,4.03,49,0.0,0,7,0.0,Unorthodox,2
Gadzhimurad Antigulov,180.34,205.0,70.0,2.08,55,4.21,40,5.08,36,0,1.4,Orthodox,0
Ali AlQaisi,167.64000000000001,135.0,68.0,2.43,42,1.97,56,3.5,29,60,1.0,Orthodox,0
Dequan Townsend,190.5,205.0,79.0,1.23,34,3.92,38,0.0,0,46,0.0,Orthodox,2
Jessin Ayari,182.88,155.0,73.0,3.53,37,3.59,58,0.0,0,50,0.3,Orthodox,2
Diego Sanchez,177.8,170.0,72.0,2.69,37,3.02,56,1.51,24,46,0.8,Unorthodox,0
Jeff Hughes,187.96,250.0,77.0,3.95,51,3.67,60,0.71,50,45,0.0,Orthodox,2
Khadis Ibragimov,190.5,205.0,78.0,3.55,49,4.26,47,0.97,30,80,0.3,Orthodox,5
Mirsad Bektic,172.72,145.0,70.0,2.43,41,1.8,57,3.98,52,92,0.4,Orthodox,5
Mara Romero Borella,167.64000000000001,125.0,69.0,2.54,37,2.48,71,1.83,44,66,0.2,Orthodox,5
Irwin Rivera,167.64000000000001,135.0,67.0,3.36,44,5.07,57,1.0,16,70,0.0,Unorthodox,2
Brok Weaver,182.88,155.0,73.0,4.78,64,4.35,46,0.41,10,66,0.4,Unorthodox,2
Anthony Ivy,187.96,185.0,74.0,2.5,42,4.57,51,4.69,20,100,0.0,Orthodox,5
Zelim Imadaev,182.88,170.0,76.0,2.91,36,4.35,43,0.38,50,60,0.0,Orthodox,2
Cole Smith,180.34,135.0,67.0,1.78,35,1.96,49,1.67,33,45,1.7,Orthodox,0
Ricardo Lamas,172.72,145.0,71.0,3.13,47,2.87,57,1.84,33,46,0.9,Orthodox,0
Austin Springer,172.72,145.0,71.0,3.54,57,3.15,41,3.37,40,100,0.8,Orthodox,0
Hannah Cifers,154.94,115.0,62.0,4.99,44,5.39,52,0.26,100,64,0.3,Orthodox,5
Daniel Cormier,180.34,235.0,72.0,4.25,52,2.92,54,1.83,44,80,0.4,Orthodox,5
John Dodson,160.02,135.0,66.0,3.2,40,3.58,61,0.71,28,82,0.0,Orthodox,3
Frankie Saenz,167.64000000000001,135.0,66.0,3.94,47,3.5,52,1.74,31,61,0.1,Orthodox,2
Rogerio Nogueira,187.96,205.0,75.0,2.43,35,2.34,59,0.64,44,62,0.8,Unorthodox,0
Fabricio Werdum,193.04,231.0,77.0,3.59,52,2.64,55,1.75,31,31,1.2,Orthodox,0
Peter Sobotta,182.88,170.0,75.0,2.14,40,2.9,58,1.53,32,77,0.5,Unorthodox,5
Raphael Pessoa,190.5,262.0,78.0,2.16,26,3.43,42,0.0,0,100,0.0,Orthodox,3
Nad Narimani,172.72,145.0,70.0,3.33,42,3.0,58,1.92,41,70,0.0,Orthodox,5
Joe Duffy,177.8,155.0,73.0,2.68,34,3.78,54,0.96,66,64,0.7,Orthodox,0
Brett Johns,170.18,135.0,71.0,2.86,49,3.84,53,4.92,49,58,1.0,Orthodox,0
Davi Ramos,167.64000000000001,155.0,70.0,2.64,37,3.44,56,1.95,40,83,0.6,Orthodox,5
Chris Fishgold,172.72,145.0,68.0,2.01,32,2.7,46,2.59,46,44,1.3,Orthodox,0
Paige VanZant,162.56,115.0,65.0,3.35,52,2.62,42,1.27,33,34,1.0,Orthodox,0
Danny Henry,182.88,145.0,73.0,5.2,51,4.16,45,0.74,33,50,2.2,Orthodox,0
Roman Bogatov,172.72,155.0,73.0,3.33,42,4.4,44,1.0,9,50,0.0,Orthodox,2
Lyman Good,182.88,170.0,74.0,5.34,48,4.01,63,0.27,100,75,0.0,Orthodox,5
Brianna Fortino,152.4,115.0,62.0,3.53,41,3.23,57,2.5,45,66,0.0,Unorthodox,5
Oskar Piechota,182.88,185.0,76.0,3.3,52,3.93,51,0.61,40,38,1.5,Unorthodox,0
Max Rohskopf,185.42000000000002,155.0,71.0,1.7,31,5.8,42,3.0,33,0,1.5,Orthodox,0
Mark De La Rosa,167.64000000000001,135.0,65.0,3.13,35,5.0,48,0.54,13,40,0.2,Orthodox,2
Anthony Rocco Martin,182.88,170.0,73.0,2.68,37,2.59,58,0.71,27,68,1.0,Orthodox,0
Charles Byrd,177.8,185.0,73.0,3.43,55,2.63,55,2.5,50,40,1.5,Orthodox,0
Jussier Formiga,165.1,125.0,67.0,1.42,39,2.34,64,1.82,35,87,0.6,Orthodox,5
Evan Dunham,177.8,155.0,70.0,5.33,39,3.54,61,1.82,33,79,1.0,Unorthodox,0
Klidson Abreu,182.88,205.0,74.0,2.05,40,2.9,55,0.64,20,80,0.0,Orthodox,3
Ray Borg,162.56,135.0,63.0,1.52,52,1.93,48,3.89,50,46,1.0,Orthodox,0
Aleksei Kunchenko,172.72,170.0,70.0,3.67,44,2.83,63,0.25,33,80,0.0,Orthodox,3
Enrique Barzola,170.18,145.0,70.0,3.91,41,2.97,68,4.2,45,66,0.3,Orthodox,5
Yoel Romero,182.88,185.0,73.0,3.44,49,3.05,60,1.57,30,78,0.0,Unorthodox,5
Saparbeg Safarov,185.42000000000002,185.0,78.0,4.03,48,2.96,47,2.52,41,33,0.0,Orthodox,2
Gabriel Silva,167.64000000000001,135.0,71.0,1.3,34,3.47,45,1.5,25,38,0.5,Orthodox,2
Ismail Naurdiev,177.8,170.0,74.0,3.17,52,1.3,68,1.25,71,70,0.2,Orthodox,5
Ben Sosoli,182.88,265.0,72.0,2.31,31,4.3,47,0.0,0,0,0.0,Unorthodox,2
Magomed Mustafaev,172.72,155.0,71.0,2.59,58,2.68,41,3.31,50,23,0.4,Orthodox,2
Emil Meek,180.34,170.0,74.0,2.52,39,2.53,38,0.25,33,47,1.0,Unorthodox,0
Callan Potter,182.88,170.0,72.0,3.18,50,4.72,58,3.29,66,100,0.0,Orthodox,5
Corey Anderson,190.5,205.0,79.0,4.43,46,2.22,59,4.89,50,83,0.0,Orthodox,5
Juan Adams,195.58,265.0,80.0,7.09,55,4.06,34,0.91,66,57,0.0,Orthodox,5
Darko Stosic,182.88,205.0,76.0,2.61,45,4.04,58,3.42,50,83,0.0,Orthodox,5
Pingyuan Liu,167.64000000000001,135.0,72.0,2.36,33,2.99,54,0.25,20,56,1.0,Orthodox,0
Suman Mokhtarian,172.72,145.0,72.0,2.21,43,6.85,48,0.0,0,0,0.0,Orthodox,2
Dong Hyun Ma,180.34,155.0,70.0,2.84,41,4.1,54,1.27,53,33,0.0,Orthodox,2
Urijah Faber,167.64000000000001,135.0,67.0,2.65,40,2.59,64,1.54,30,58,0.8,Orthodox,0
Ben Saunders,187.96,170.0,77.0,3.23,50,3.58,51,0.2,40,66,1.3,Orthodox,0
Daniel Teymur,165.1,145.0,69.0,3.08,46,3.93,56,0.56,18,60,0.3,Orthodox,2
Thiago Alves,175.26,170.0,70.0,3.73,41,3.42,62,0.71,60,63,0.3,Orthodox,5
Trevor Smith,190.5,185.0,75.0,3.29,55,3.31,51,1.7,32,60,0.7,Orthodox,0
Sergio Moraes,182.88,170.0,72.0,2.42,42,3.73,59,1.2,38,75,0.4,Orthodox,5
Renan Barao,167.64000000000001,145.0,70.0,3.78,36,3.9,57,1.49,41,91,0.5,Orthodox,5
Isabela de Padua,160.02,125.0,64.0,1.0,35,2.07,50,2.0,66,0,1.0,Orthodox,0
Zabit Magomedsharipov,185.42000000000002,145.0,73.0,4.89,48,3.0,64,5.22,56,77,0.8,Orthodox,0
Rustam Khabilov,172.72,155.0,73.0,1.98,34,2.16,65,3.95,41,61,0.1,Orthodox,5
Grigory Popov,170.18,135.0,68.0,3.63,37,4.2,55,0.0,0,45,0.0,Unorthodox,2
Chance Rencountre,187.96,170.0,75.0,1.1,20,3.62,49,1.35,26,16,0.3,Unorthodox,2
Ben Askren,180.34,170.0,73.0,3.64,49,5.66,36,4.33,55,0,0.9,Orthodox,0
Stevie Ray,177.8,155.0,70.0,3.73,44,2.93,54,0.75,46,55,0.6,Unorthodox,2
Alex White,182.88,155.0,71.0,3.76,42,3.07,60,0.92,28,71,0.5,Unorthodox,2
Aleksandra Albu,157.48,115.0,63.0,4.83,47,5.56,38,2.27,50,77,0.4,Orthodox,5
Joe Lauzon,177.8,155.0,71.0,2.84,39,5.39,54,2.39,45,54,2.0,Orthodox,0
Manny Bermudez,177.8,145.0,71.0,2.92,61,2.68,46,3.06,54,0,3.1,Orthodox,0
Kyle Bochniak,170.18,145.0,70.0,2.63,31,5.11,58,1.14,15,62,0.0,Orthodox,2
Boston Salmon,175.26,135.0,69.0,4.13,37,7.75,59,0.0,0,100,0.0,Unorthodox,3
Daniel Spitz,200.66,245.0,82.0,2.6,35,5.3,46,0.74,66,0,0.0,Orthodox,2
James Vick,190.5,155.0,76.0,4.13,39,3.31,60,0.26,33,57,0.7,Orthodox,0
Thomas Gifford,185.42000000000002,155.0,75.0,3.97,37,6.45,37,0.5,33,33,0.0,Orthodox,2
Hector Aldana,180.34,170.0,72.0,3.59,38,5.08,59,0.93,100,0,0.0,Orthodox,2
Lauren Mueller,165.1,125.0,67.0,4.08,41,3.77,58,0.7,50,71,0.0,Orthodox,5
Luke Jumeau,180.34,170.0,72.0,2.93,43,3.17,58,0.25,100,86,0.0,Orthodox,5
Rostem Akman,177.8,170.0,72.0,1.8,25,3.97,57,1.0,40,87,0.0,Unorthodox,3
Nadia Kassem,165.1,125.0,66.0,3.13,41,4.48,48,0.46,33,40,2.8,Unorthodox,0
Danilo Belluardo,182.88,155.0,74.0,1.52,61,4.79,41,3.5,100,50,0.0,Unorthodox,5
Siyar Bahadurzada,180.34,170.0,73.0,2.91,40,3.23,49,1.32,61,62,0.3,Orthodox,5
Nohelin Hernandez,177.8,135.0,71.0,1.32,34,2.63,52,0.71,50,37,0.0,Orthodox,2
Martin Bravo,172.72,145.0,71.0,7.66,39,5.72,51,2.6,35,85,0.0,Unorthodox,5
Carlos Huachin,162.56,135.0,67.0,2.1,21,4.8,50,0.0,0,66,0.0,Unorthodox,2
Marco Polo Reyes,180.34,155.0,71.0,6.0,37,5.52,59,0.0,0,46,0.0,Orthodox,2
Sergio Pettis,167.64000000000001,125.0,69.0,3.88,37,2.91,65,0.85,40,67,0.4,Orthodox,5
Marcos Mariano,185.42000000000002,155.0,76.0,0.25,27,2.11,43,0.0,0,28,0.0,Unorthodox,2
Todd Duffee,190.5,260.0,78.0,5.93,37,2.87,56,0.72,25,90,0.0,Orthodox,3
Ryan MacDonald,180.34,135.0,71.0,2.28,29,6.49,45,0.0,0,0,0.0,Unorthodox,2
Kyle Prepolec,177.8,170.0,70.0,3.2,34,4.7,54,0.0,0,40,0.0,Unorthodox,2
Mairbek Taisumov,175.26,155.0,73.0,2.98,39,3.03,64,1.34,63,88,0.0,Orthodox,5
Teemu Packalen,185.42000000000002,155.0,75.0,2.57,54,3.91,47,2.31,25,100,1.5,Orthodox,0
Nordine Taleb,185.42000000000002,170.0,74.0,3.66,51,2.62,66,1.94,76,73,0.0,Orthodox,5
Don Madge,182.88,155.0,72.0,2.08,52,0.74,67,2.22,25,80,0.7,Unorthodox,0
Derrick Krantz,177.8,170.0,72.0,2.07,37,4.03,50,3.18,50,0,0.8,Orthodox,0
Andre Soukhamthath,175.26,135.0,70.0,2.77,44,4.31,49,1.25,53,58,0.2,Orthodox,2
Jodie Esquibel,154.94,115.0,64.0,4.1,31,7.37,52,0.75,21,83,0.0,Orthodox,3
Liz Carmouche,167.64000000000001,125.0,66.0,2.78,54,2.51,61,2.57,51,65,0.3,Orthodox,5
Humberto Bandenay,180.34,145.0,71.0,2.22,41,4.79,41,2.9,46,62,0.5,Unorthodox,5
Bobby Moffett,177.8,145.0,73.0,3.41,39,3.15,61,2.74,66,66,1.4,Orthodox,0
Salim Touahri,177.8,170.0,72.0,2.6,46,2.87,58,0.0,0,83,0.0,Orthodox,3
Cristiane Justino,172.72,145.0,68.0,7.28,52,2.25,64,0.66,55,94,0.4,Orthodox,5
Olivier Aubin-Mercier,175.26,155.0,70.0,2.48,51,2.97,55,2.36,33,70,0.5,Unorthodox,5
Yoshinori Horie,172.72,145.0,70.0,2.76,49,5.65,48,0.0,0,0,0.0,Orthodox,2
Sarah Frota,167.64000000000001,125.0,69.0,4.52,52,2.57,55,0.0,0,53,0.0,Unorthodox,2
Erik Koch,177.8,170.0,71.0,2.33,42,2.82,47,1.02,42,81,1.0,Unorthodox,0
Kyle Stewart,182.88,170.0,76.0,1.41,35,2.42,43,1.32,20,60,0.0,Orthodox,2
Jin Soo Son,167.64000000000001,135.0,69.0,5.1,36,7.63,52,1.5,25,100,0.0,Orthodox,3
Cezar Ferreira,185.42000000000002,185.0,78.0,1.9,42,2.44,53,2.69,53,84,0.5,Unorthodox,5
Sheymon Moraes,172.72,145.0,72.0,3.0,42,3.64,63,0.0,0,53,0.0,Orthodox,2
Nicco Montano,165.1,135.0,65.0,5.6,41,4.43,64,2.25,54,69,0.4,Unorthodox,5
Gilbert Melendez,175.26,145.0,73.0,3.44,33,2.53,63,1.64,41,71,0.2,Orthodox,5
Dan Moret,182.88,155.0,73.0,2.67,43,3.56,43,1.25,27,45,0.4,Unorthodox,2
Junior Albini,190.5,264.0,74.0,3.98,51,6.08,52,1.54,37,100,0.0,Orthodox,5
Syuri Kondo,162.56,115.0,66.0,5.4,44,7.22,58,0.0,0,83,0.3,Orthodox,3
Allen Crowder,190.5,245.0,76.0,2.95,51,2.95,56,1.85,33,100,1.2,Orthodox,0
Eric Spicely,185.42000000000002,185.0,73.0,3.71,45,5.72,55,1.31,20,75,1.0,Orthodox,0
Jimi Manuwa,185.42000000000002,205.0,79.0,3.43,54,3.97,49,0.53,18,70,0.4,Orthodox,2
Sung Bin Jo,182.88,145.0,72.0,1.4,33,2.67,51,1.0,33,83,1.0,Orthodox,0
Tonya Evinger,170.18,135.0,70.0,1.16,42,4.02,38,0.93,30,33,0.9,Orthodox,0
Nick Hein,167.64000000000001,155.0,66.0,2.65,35,3.61,59,0.86,33,83,0.0,Unorthodox,3
Duda Santana,170.18,145.0,73.0,6.01,39,2.72,73,6.44,60,0,0.0,Orthodox,5
Desmond Green,177.8,155.0,73.0,3.7,46,2.51,69,1.62,50,75,0.0,Unorthodox,5
Patrick Cummins,187.96,205.0,76.0,4.26,50,3.35,55,4.49,41,28,0.1,Orthodox,2
BJ Penn,175.26,155.0,70.0,2.76,48,3.2,56,1.19,55,74,0.5,Orthodox,5
Talita Bernardo,162.56,135.0,68.0,3.12,42,4.04,55,1.62,22,28,0.5,Orthodox,2
Elias Theodorou,185.42000000000002,185.0,75.0,4.19,42,2.39,53,1.27,28,59,0.0,Orthodox,2
Arjan Bhullar,185.42000000000002,245.0,75.0,2.33,56,3.25,59,1.73,75,100,0.0,Orthodox,5
Mitch Gagnon,165.1,135.0,65.0,2.76,46,2.21,61,1.16,25,65,1.9,Unorthodox,0
Dmitrii Smoliakov,187.96,253.0,74.0,1.44,42,3.81,55,0.0,0,75,0.0,Unorthodox,2
John Lineker,160.02,135.0,67.0,5.36,40,4.27,56,0.56,58,67,0.6,Orthodox,5
Jason Gonzalez,187.96,155.0,74.0,3.06,39,3.13,58,0.0,0,30,1.0,Unorthodox,0
Marcelo Golm,190.5,249.0,75.0,4.27,58,4.3,45,0.45,50,87,0.5,Orthodox,5
Sultan Aliev,180.34,170.0,74.0,1.41,45,2.2,56,1.76,38,100,0.0,Orthodox,5
Keita Nakamura,180.34,170.0,73.0,2.23,36,3.2,58,1.65,48,63,0.3,Unorthodox,5
Wilson Reis,162.56,125.0,65.0,1.83,29,3.04,55,5.15,42,47,0.6,Unorthodox,5
Curtis Millender,187.96,170.0,76.0,3.86,46,2.95,61,0.43,100,57,0.0,Orthodox,5
David Branch,185.42000000000002,185.0,78.0,1.66,39,1.91,56,2.55,32,43,0.0,Orthodox,2
Jessica Aguilar,160.02,115.0,63.0,4.93,50,7.19,53,0.94,25,50,0.2,Orthodox,2
Ross Pearson,172.72,155.0,69.0,3.68,40,4.09,62,0.74,35,75,0.0,Orthodox,3
Justin Willis,185.42000000000002,264.0,78.0,3.37,59,2.57,57,0.96,66,36,0.0,Unorthodox,5
Jesus Pinedo,177.8,155.0,71.74689860394038,3.23,38,4.37,52,2.5,100,100,0.0,Unorthodox,5
Eric Shelton,167.64000000000001,125.0,68.0,2.57,42,1.88,63,2.83,51,46,0.2,Orthodox,5
Jordan Rinaldi,177.8,145.0,72.0,1.56,35,2.32,59,1.45,35,20,1.2,Orthodox,0
Tim Boetsch,182.88,185.0,74.0,2.93,50,2.9,57,1.45,34,59,0.8,Orthodox,0
Zak Ottow,180.34,170.0,72.0,2.63,36,2.73,58,0.97,29,57,0.4,Orthodox,2
Carlo Pedersoli Jr.,180.34,170.0,75.0,4.17,37,4.12,61,2.91,44,0,0.0,Unorthodox,2
Cain Velasquez,185.42000000000002,240.0,77.0,6.37,57,2.33,57,5.13,45,85,0.4,Orthodox,5
Myles Jury,177.8,145.0,73.0,2.94,42,2.16,66,2.16,55,50,0.3,Orthodox,5
Austin Arnett,182.88,145.0,72.0,4.52,41,6.38,62,0.44,18,57,0.2,Orthodox,2
Teruto Ishihara,170.18,135.0,69.0,3.26,44,3.63,53,0.5,16,30,0.0,Unorthodox,2
Wulijiburen,175.26,135.0,69.0,1.61,42,3.02,56,3.28,42,77,0.4,Orthodox,5
David Teymur,175.26,155.0,73.0,4.69,43,3.53,55,0.94,33,77,0.0,Unorthodox,3
Bibulatov Magomed,165.1,125.0,65.0,3.6,51,1.83,52,2.85,40,75,0.0,Orthodox,5
Dustin Ortiz,165.1,125.0,65.0,2.94,44,2.17,56,3.01,36,52,0.1,Orthodox,2
Dennis Bermudez,167.64000000000001,155.0,66.0,4.42,46,3.07,59,3.89,40,82,1.1,Orthodox,0
Te Edwards,172.72,155.0,72.0,1.5,41,4.15,44,0.72,100,44,0.0,Orthodox,5
Chad Mendes,167.64000000000001,145.0,66.0,2.78,49,2.35,67,4.13,55,100,0.3,Orthodox,5
Cat Zingano,167.64000000000001,145.0,68.0,2.57,61,1.63,47,2.77,65,42,0.8,Unorthodox,0
Adam Milstead,190.5,205.0,76.0,3.85,46,4.79,43,0.0,0,64,0.0,Orthodox,2
Chris de la Rocha,190.5,250.0,80.0,4.08,45,6.37,43,2.02,30,33,1.0,Orthodox,0
Matthew Lopez,170.18,135.0,69.0,3.13,50,3.73,55,3.32,60,71,1.3,Unorthodox,0
Chad Laprise,177.8,170.0,71.0,4.78,42,3.59,65,1.05,54,78,0.0,Orthodox,5
Mark Hunt,177.8,265.0,72.0,2.81,43,2.9,51,0.51,55,64,0.2,Orthodox,5
Yushin Okami,187.96,170.0,75.0,2.06,38,2.25,60,1.98,39,84,0.5,Unorthodox,5
Ben Nguyen,165.1,125.0,65.0,3.51,40,3.01,59,0.25,33,63,1.0,Unorthodox,0
Elias Garcia,165.1,125.0,67.0,1.59,27,5.05,50,0.68,14,33,1.4,Unorthodox,0
Mizuto Hirota,170.18,155.0,67.0,3.36,40,3.5,54,1.36,50,58,0.1,Orthodox,2
Alex Gorgees,187.96,155.0,74.0,0.67,32,2.27,38,0.0,0,54,0.0,Unorthodox,2
Justin Frazier,182.88,265.0,75.0,1.11,66,6.11,4,0.0,0,0,0.0,Unorthodox,2
Bryan Caraway,172.72,135.0,68.0,2.53,34,3.61,54,2.57,25,80,0.8,Orthodox,0
Michel Batista,190.5,260.0,77.0285358941895,0.0,0,4.03,40,6.72,50,0,0.0,Orthodox,2
Darrell Horcher,177.8,155.0,70.0,2.05,44,4.21,39,0.35,50,47,0.7,Unorthodox,0
Ricky Rainey,185.42000000000002,170.0,77.0,2.55,48,2.62,46,0.95,18,55,0.0,Unorthodox,2
Rashad Coulter,180.34,205.0,76.0,4.82,56,6.68,50,0.0,0,62,0.0,Orthodox,2
Yuta Sasaki,177.8,125.0,71.0,2.16,41,2.5,50,3.03,43,41,1.2,Unorthodox,0
Devin Powell,182.88,155.0,73.0,2.88,41,3.67,51,0.0,0,0,0.6,Orthodox,2
Amanda Cooper,160.02,115.0,64.0,3.55,44,3.2,51,1.53,38,28,1.8,Unorthodox,0
John Gunther,175.26,155.0,72.0,1.65,37,3.72,46,7.08,42,0,0.0,Orthodox,2
Joseph Morales,167.64000000000001,125.0,69.0,1.58,37,1.72,60,0.53,50,23,2.6,Unorthodox,0
Joby Sanchez,167.64000000000001,135.0,68.0,3.22,36,2.82,63,0.95,71,51,0.4,Orthodox,5
Jason Knight,177.8,145.0,71.0,2.95,33,3.02,51,1.31,31,47,1.7,Orthodox,0
